sequenceID	lineage	clade	length	pubmed_id	isolate_data.country	isolate_data.place_sampled	isolate_data.sampled_host_sci_name	isolate_data.collection_year	isolate_data.collection_month	isolate_data.collection_month_day
OQ721489	1	A	10302	-	USA	"Hillsborough, New Hampshire"	pool of Culex pipiens and Culex restuans	2018	-	-
OQ721490	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2014	-	-
OQ721491	1	A	10302	-	USA	"Sacramento, California"	Yellow/billed Magpie	2012	-	-
OQ721492	1	A	10302	-	USA	"San Diego, California"	American Crow	2008	-	-
OQ721493	1	A	10302	-	USA	"San Diego, California"	American Crow	2015	-	-
OQ721494	1	A	10302	-	USA	"Sacramento, California"	American Crow	2011	-	-
OQ721495	1	A	10302	-	USA	"Larimer, Colorado"	Culex pipiens	2013	-	-
OQ721496	1	A	10302	-	USA	"Walla, Washington"	Quail	2017	-	-
OQ721497	1	A	10302	-	USA	"Sacramento, California"	American Crow	2013	-	-
OQ721498	1	A	10302	-	USA	"Montgomery, Ohio"	nan	2018	-	-
OQ721499	1	A	10302	-	USA	"Rockingham, New Hampshire"	Culiseta morsitans	2018	-	-
OQ721500	1	A	10302	-	USA	"Pottawattamie, Iowa"	Culex pipiens	2017	-	-
OQ721501	1	A	10302	-	USA	"Lucas, Ohio"	nan	2018	-	-
OQ721502	1	A	10302	-	USA	"Sacramento, California"	Culex pipiens	2016	-	-
OQ721503	1	A	10302	-	USA	"Kern, California"	House Finch	2005	-	-
OQ721504	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2013	-	-
OQ721505	1	A	10302	-	USA	"Larimer, Colorado"	Culex pipiens	2015	-	-
OQ721506	1	A	10302	-	USA	"Yolo, California"	Culex tarsalis	2013	-	-
OQ721507	1	A	10302	-	USA	"Woodbury, Iowa"	Culex pipiens	2017	-	-
OQ721508	1	A	10302	-	USA	"Woodbury, Iowa"	Culex restuans	2017	-	-
OQ721509	1	A	10302	-	USA	"Caddo, Louisiana"	Culex quinquefasciatus	2017	-	-
OQ721510	1	A	10302	-	USA	"Polk, Iowa"	Culex restuans	2017	-	-
OQ721511	1	A	10302	-	USA	"Rockingham, New Hampshire"	Coquillettidia perturbans	2018	-	-
OQ721512	1	A	10302	-	USA	"Cook, Illinois"	Culex sp.	2018	-	-
OQ721513	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2015	-	-
OQ721514	1	A	10302	-	USA	"Larimer, Colorado"	Culex pipiens	2016	-	-
OQ721515	1	A	10302	-	USA	"Larimer, Colorado"	Culex pipiens	2014	-	-
OQ721516	1	A	10302	-	USA	"Summit, Ohio"	nan	2018	-	-
OQ721517	1	A	10302	-	USA	"Cook, Illinois"	Culex restuans	2018	-	-
OQ721518	1	A	10302	-	USA	"Woodbury, Iowa"	Culex pipiens	2017	-	-
OQ721519	1	A	10302	-	USA	"Sacramento, California"	American Crow	2014	-	-
OQ721520	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2013	-	-
OQ721521	1	A	10302	-	USA	"Larimer, Colorado"	Culex pipiens	2013	-	-
OQ721522	1	A	10302	-	USA	"San Diego, California"	American Crow	2015	-	-
OQ721523	1	A	10302	-	USA	"Pottawattamie, Iowa"	Culex restuans	2017	-	-
OQ721524	1	A	10302	-	USA	"Larimer, Colorado"	Culex pipiens	2015	-	-
OQ721525	1	A	10302	-	USA	"Sacramento, California"	Western Scrub/Jay	2005	-	-
OQ721526	1	A	10302	-	USA	"Franklin, Washington"	nan	2015	-	-
OQ721527	1	A	10302	-	USA	"Anoka, Minnesota"	nan	2005	-	-
OQ721528	1	A	10302	-	USA	"Los Angeles, California"	American Crow	2004	-	-
OQ721529	1	A	10302	-	USA	"Polk, Iowa"	Culex pipiens	2017	-	-
OQ721530	1	A	10302	-	USA	"Scott, Minnesota"	nan	2005	-	-
OQ721531	1	A	10302	-	USA	"San Diego, California"	Western Scrub Jay	2008	-	-
OQ721532	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2013	-	-
OQ721533	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2009	-	-
OQ721534	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2013	-	-
OQ721535	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2007	-	-
OQ721536	1	A	10302	-	USA	"Otter Tail, Minnesota"	Crow	2002	-	-
OQ721537	1	A	10302	-	USA	"Hillsborough, New Hampshire"	pool of Culex pipiens and Culex restuans	2017	-	-
OQ721538	1	A	10302	-	USA	"San Diego, California"	Culex quinquefasciatus	2015	-	-
OQ721539	1	A	10302	-	USA	"Sacramento, California"	Western Scrub/Jay	2004	-	-
OQ721540	1	A	10302	-	USA	"Kern, California"	Western Scrub/Jay	2005	-	-
OQ721541	1	A	10302	-	USA	"Larimer, Colorado"	Culex pipiens	2015	-	-
OQ721542	1	A	10302	-	USA	"Rockingham, New Hampshire"	Culex salinarius	2017	-	-
OQ721543	1	A	10302	-	USA	"Tangipahoa, Louisiana"	Culex quinquefasciatus	2018	-	-
OQ721544	1	A	10302	-	USA	"San Diego, California"	American Crow	2017	-	-
OQ721545	1	A	10302	-	USA	"Malheur, Oregon"	nan	2014	-	-
OQ721546	1	A	10302	-	USA	"Morrow, Oregon"	nan	2018	-	-
OQ721547	1	A	10302	-	USA	"San Diego, California"	American Crow	2008	-	-
OQ721548	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2014	-	-
OQ721549	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2013	-	-
OQ721550	1	A	10302	-	USA	"Madera, California"	Culex tarsalis	2016	-	-
OQ721551	1	A	10302	-	USA	"Kandiyohi, Minnesota"	nan	2005	-	-
OQ721552	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2013	-	-
OQ721553	1	A	10302	-	USA	"Renville, Minnesota"	nan	2004	-	-
OQ721554	1	A	10302	-	USA	"Monona, Iowa"	Culex restuans	2017	-	-
OQ721555	1	A	10302	-	USA	"Yolo, California"	Culex tarsalis	2004	-	-
OQ721556	1	A	10302	-	USA	"Sacramento, California"	American Crow	2012	-	-
OQ721557	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2013	-	-
OQ721558	1	A	10302	-	USA	"Montgomery, Ohio"	nan	2018	-	-
OQ721559	1	A	10302	-	USA	"Larimer, Colorado"	Culex pipiens	2014	-	-
OQ721560	1	A	10302	-	USA	"Sacramento, California"	Yellow/billed Magpie	2005	-	-
OQ721561	1	A	10302	-	USA	"San Diego, California"	American Crow	2015	-	-
OQ721562	1	A	10302	-	USA	"Sherburne, Minnesota"	nan	2005	-	-
OQ721563	1	A	10302	-	USA	"Stearns, Minnesota"	nan	2004	-	-
OQ721564	1	A	10302	-	USA	"Larimer, Colorado"	Culex pipiens	2014	-	-
OQ721565	1	A	10302	-	USA	"Larimer, Colorado"	Culex pipiens	2015	-	-
OQ721566	1	A	10302	-	USA	"Sacramento, California"	American Crow	2017	-	-
OQ721567	1	A	10302	-	USA	"Rockingham, New Hampshire"	Culiseta melanura	2017	-	-
OQ721568	1	A	10302	-	USA	"Pottawattamie, Iowa"	Culex pipiens	2017	-	-
OQ721569	1	A	10302	-	USA	"Ramsey, Minnesota"	Crow	2002	-	-
OQ721570	1	A	10302	-	USA	"San Diego, California"	American Crow	2008	-	-
OQ721571	1	A	10302	-	USA	"San Diego, California"	American Crow	2015	-	-
OQ721572	1	A	10302	-	USA	"San Diego, California"	American Crow	2015	-	-
OQ721573	1	A	10302	-	USA	"Anoka, Minnesota"	nan	2005	-	-
OQ721574	1	A	10302	-	USA	"Sacramento, California"	Yellow/billed Magpie	2017	-	-
OQ721575	1	A	10302	-	USA	"Sacramento, California"	Yellow/billed Magpie	2006	-	-
OQ721576	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2013	-	-
OQ721577	1	A	10302	-	USA	"Crow Wing, Minnesota"	nan	2004	-	-
OQ721578	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2017	-	-
OQ721579	1	A	10302	-	USA	"Montgomery, Ohio"	nan	2018	-	-
OQ721580	1	A	10302	-	USA	"Polk, Iowa"	Culex pipiens	2017	-	-
OQ721581	1	A	10302	-	USA	"Mower, Minnesota"	nan	2004	-	-
OQ721582	1	A	10302	-	USA	"Pottawattamie, Iowa"	Culex salinarius	2017	-	-
OQ721583	1	A	10302	-	USA	"Kern, California"	American Crow	2004	-	-
OQ721584	1	A	10302	-	USA	"Hennepin, Minnesota"	nan	2004	-	-
OQ721585	1	A	10302	-	USA	"Stearns, Minnesota"	nan	2005	-	-
OQ721586	1	A	10302	-	USA	"Rockingham, New Hampshire"	Culiseta melanura	2018	-	-
OQ721587	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2012	-	-
OQ721588	1	A	10302	-	USA	"Lyon, Minnesota"	Crow	2002	-	-
OQ721589	1	A	10302	-	USA	"Carver, Minnesota"	Cyanocitta cristata	2002	-	-
OQ721590	1	A	10302	-	USA	"Cook, Illinois"	Culex sp.	2018	-	-
OQ721591	1	A	10302	-	USA	"Cook, Illinois"	Culex restuans	2018	-	-
OQ721592	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2011	-	-
OQ721593	1	A	10302	-	USA	"Polk, Iowa"	Culex restuans	2017	-	-
OQ721594	1	A	10302	-	USA	"Pottawattamie, Iowa"	Culex restuans	2017	-	-
OQ721595	1	A	10302	-	USA	"Cook, Illinois"	Culex restuans	2018	-	-
OQ721596	1	A	10302	-	USA	"Polk, Iowa"	Culex restuans	2020	-	-
OQ721597	1	A	10302	-	USA	"Ramsey, Minnesota"	Crow	2002	-	-
OQ721598	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2016	-	-
OQ721599	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2013	-	-
OQ721600	1	A	10302	-	USA	"San Diego, California"	American Crow	2015	-	-
OQ721601	1	A	10302	-	USA	"San Diego, California"	American Crow	2016	-	-
OQ721602	1	A	10302	-	USA	"Yolo, California"	Barn Owl	2006	-	-
OQ721603	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2018	-	-
OQ721604	1	A	10302	-	USA	"nan, Iowa"	Red/tailed hawk	2015	-	-
OQ721605	1	A	10302	-	USA	"Lorain, Ohio"	nan	2018	-	-
OQ721606	1	A	10302	-	USA	"Dakota, Minnesota"	nan	2004	-	-
OQ721607	1	A	10302	-	USA	"San Diego, California"	American Crow	2008	-	-
OQ721608	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2013	-	-
OQ721609	1	A	10302	-	USA	"Hennepin, Minnesota"	nan	2004	-	-
OQ721610	1	A	10302	-	USA	"EBR, Louisiana"	Culex quinquefasciatus	2018	-	-
OQ721611	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2014	-	-
OQ721612	1	A	10302	-	USA	"Umatilla, Oregon"	nan	2018	-	-
OQ721613	1	A	10302	-	USA	"Polk, Iowa"	Culex restuans	2016	-	-
OQ721614	1	A	10302	-	USA	"Larimer, Colorado"	Culex pipiens	2016	-	-
OQ721615	1	A	10302	-	USA	"Hennepin, Minnesota"	nan	2005	-	-
OQ721616	1	A	10242	-	USA	"WBR, Louisiana"	Culex quinquefasciatus	2018	-	-
OQ721617	1	A	10302	-	USA	"Kern, California"	American Robin	2005	-	-
OQ721618	1	A	10302	-	USA	"Sacramento, California"	Culex pipiens	2008	-	-
OQ721619	1	A	10302	-	USA	"Ramsey, Minnesota"	nan	2004	-	-
OQ721620	1	A	10302	-	USA	"Dakota, Minnesota"	nan	2004	-	-
OQ721621	1	A	10302	-	USA	"Larimer, Colorado"	Culex pipiens	2013	-	-
OQ721622	1	A	10302	-	USA	"Yolo, California"	Culex tarsalis	2017	-	-
OQ721623	1	A	10302	-	USA	"Sacramento, California"	American Crow	2010	-	-
OQ721624	1	A	10302	-	USA	"San Diego, California"	American Crow	2008	-	-
OQ721625	1	A	10302	-	USA	"Lucas, Ohio"	nan	2018	-	-
OQ721626	1	A	10302	-	USA	"Polk, Iowa"	Culex restuans	2017	-	-
OQ721627	1	A	10302	-	USA	"San Diego, California"	American Crow	2008	-	-
OQ721628	1	A	10302	-	USA	"San Diego, California"	American Crow	2016	-	-
OQ721629	1	A	10302	-	USA	"San Diego, California"	American Crow	2009	-	-
OQ721630	1	A	10302	-	USA	"Sacramento, California"	Culex pipiens	2004	-	-
OQ721631	1	A	10302	-	USA	"San Diego, California"	American Crow	2017	-	-
OQ721632	1	A	10302	-	USA	"Black Hawk, Iowa"	Culex restuans	2017	-	-
OQ721633	1	A	10302	-	USA	"Cook, Illinois"	Culex restuans	2018	-	-
OQ721634	1	A	10302	-	USA	"Rockingham, New Hampshire"	Culex salinarius	2013	-	-
OQ721635	1	A	10302	-	USA	"Nicollet, Minnesota"	Crow	2002	-	-
OQ721636	1	A	10302	-	USA	"Hennepin, Minnesota"	Crow	2002	-	-
OQ721637	1	A	10302	-	USA	"Hennepin, Minnesota"	nan	2005	-	-
OQ721638	1	A	10302	-	USA	"Franklin, Ohio"	nan	2018	-	-
OQ721639	1	A	10302	-	USA	"San Diego, California"	American Crow	2017	-	-
OQ721640	1	A	10302	-	USA	"Kern, California"	Western Scrub/Jay	2005	-	-
OQ721641	1	A	10302	-	USA	"Sacramento, California"	Culex pipiens	2015	-	-
OQ721642	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2014	-	-
OQ721643	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2005	-	-
OQ721644	1	A	10302	-	USA	"Cook, Illinois"	Culex sp.	2018	-	-
OQ721645	1	A	10302	-	USA	"Strafford, New Hampshire"	Culiseta melanura	2017	-	-
OQ721646	1	A	10302	-	USA	"Hamilton, Ohio"	nan	2018	-	-
OQ721647	1	A	10302	-	USA	"Kern, California"	Western Scrub/Jay	2005	-	-
OQ721648	1	A	10302	-	USA	"Yolo, California"	American Crow	2015	-	-
OQ721649	1	A	10302	-	USA	"Yolo, California"	American Crow	2016	-	-
OQ721650	1	A	10302	-	USA	"Yolo, California"	Culex pipiens	2017	-	-
OQ721651	1	A	10302	-	USA	"Sacramento, California"	Yellow/billed Magpie	2005	-	-
OQ721652	1	A	10302	-	USA	"Polk, Iowa"	Culex restuans	2017	-	-
OQ721653	1	A	10302	-	USA	"Pottawattamie, Iowa"	Culex restuans	2017	-	-
OQ721654	1	A	10302	-	USA	"Sacramento, California"	California Scrub-Jay	2007	-	-
OQ721655	1	A	10302	-	USA	"San Diego, California"	American Crow	2014	-	-
OQ721656	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2017	-	-
OQ721657	1	A	10302	-	USA	"Hillsborough, New Hampshire"	Ochlerotatus canadensis	2018	-	-
OQ721658	1	A	10302	-	USA	"nan, Idaho"	Short/eared owl	2017	-	-
OQ721659	1	A	10302	-	USA	"Pottawattamie, Iowa"	Culex restuans	2017	-	-
OQ721660	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2008	-	-
OQ721661	1	A	10302	-	USA	"Caddo, Louisiana"	Culex quinquefasciatus	2017	-	-
OQ721662	1	A	10302	-	USA	"Josephine, Oregon"	Crow	2016	-	-
OQ721663	1	A	10302	-	USA	"Hillsborough, New Hampshire"	Culex pipiens	2017	-	-
OQ721664	1	A	10302	-	USA	"Yolo, California"	Culex tarsalis	2014	-	-
OQ721665	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2014	-	-
OQ721666	1	A	10302	-	USA	"Cook, Illinois"	Culex sp.	2018	-	-
OQ721667	1	A	10302	-	USA	"Dickinson, Iowa"	Culex tarsalis	2017	-	-
OQ721668	1	A	10302	-	USA	"Summit, Ohio"	nan	2018	-	-
OQ721669	1	A	10302	-	USA	"Polk, Iowa"	Culex restuans	2016	-	-
OQ721670	1	A	10302	-	USA	"San Diego, California"	Culex quinquefasciatus	2015	-	-
OQ721671	1	A	10302	-	USA	"San Diego, California"	Raven	2014	-	-
OQ721672	1	A	10302	-	USA	"Cass, Minnesota"	nan	2005	-	-
OQ721673	1	A	10302	-	USA	"Cheshire, New Hampshire"	Culex salinarius	2018	-	-
OQ721674	1	A	10302	-	USA	"Yolo, California"	Culex pipiens	2017	-	-
OQ721675	1	A	10302	-	USA	"Cook, Illinois"	Culex sp.	2018	-	-
OQ721676	1	A	10302	-	USA	"Yolo, California"	Culex tarsalis	2012	-	-
OQ721677	1	A	10302	-	USA	"San Diego, California"	American Crow	2009	-	-
OQ721678	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2006	-	-
OQ721679	1	A	10302	-	USA	"Sacramento, California"	American Crow	2010	-	-
OQ721680	1	A	10302	-	USA	"Spokane, Washington"	Equus caballus	2016	-	-
OQ721681	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2013	-	-
OQ721682	1	A	10302	-	USA	"Yolo, California"	California Scrub-Jay	2013	-	-
OQ721683	1	A	10302	-	USA	"Kern, California"	Western Scrub/Jay	2005	-	-
OQ721684	1	A	10302	-	USA	"Story, Iowa"	Culex restuans	2017	-	-
OQ721685	1	A	10302	-	USA	"San Diego, California"	American Crow	2015	-	-
OQ721686	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2014	-	-
OQ721687	1	A	10302	-	USA	"Larimer, Colorado"	Culex pipiens	2016	-	-
OQ721688	1	A	10302	-	USA	"Kern, California"	House Sparrow	2005	-	-
OQ721689	1	A	10302	-	USA	"Hennepin, Minnesota"	Crow	2002	-	-
OQ721690	1	A	10302	-	USA	"Sacramento, California"	Common Raven	2008	-	-
OQ721691	1	A	10302	-	USA	"Sacramento, California"	American Crow	2011	-	-
OQ721692	1	A	10302	-	USA	"Lucas, Ohio"	nan	2018	-	-
OQ721693	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2005	-	-
OQ721694	1	A	10302	-	USA	"Butte, California"	Yellow/billed Magpie	2004	-	-
OQ721695	1	A	10302	-	USA	"Pottawattamie, Iowa"	Culex restuans	2017	-	-
OQ721696	1	A	10302	-	USA	"San Diego, California"	American Crow	2015	-	-
OQ721697	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2004	-	-
OQ721698	1	A	10302	-	USA	"Larimer, Colorado"	Culex pipiens	2014	-	-
OQ721699	1	A	10302	-	USA	"Story, Iowa"	Culex restuans	2017	-	-
OQ721700	1	A	10302	-	USA	"Sacramento, California"	American Crow	2013	-	-
OQ721701	1	A	10302	-	USA	"Story, Iowa"	Culex pipiens	2017	-	-
OQ721702	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2016	-	-
OQ721703	1	A	10302	-	USA	"Story, Iowa"	Culex pipiens	2016	-	-
OQ721704	1	A	10302	-	USA	"Klamath, Oregon"	Swainson's Hawk	2017	-	-
OQ721705	1	A	10302	-	USA	"Polk, Iowa"	Culex pipiens	2017	-	-
OQ721706	1	A	10302	-	USA	"Black Hawk, Iowa"	Culex pipiens	2020	-	-
OQ721707	1	A	10302	-	USA	"Ascension, Louisiana"	Culex quinquefasciatus	2018	-	-
OQ721708	1	A	10302	-	USA	"Lucas, Ohio"	nan	2018	-	-
OQ721709	1	A	10302	-	USA	"Sacramento, California"	Yellow/billed Magpie	2010	-	-
OQ721710	1	A	10302	-	USA	"Sacramento, California"	Yellow/billed Magpie	2004	-	-
OQ721711	1	A	10302	-	USA	"Cheshire, New Hampshire"	Culex restuans	2017	-	-
OQ721712	1	A	10302	-	USA	"Sacramento, California"	American Crow	2011	-	-
OQ721713	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2013	-	-
OQ721714	1	A	10240	-	USA	"EBR, Louisiana"	Culex quinquefasciatus	2018	-	-
OQ721715	1	A	10302	-	USA	"Sacramento, California"	American Crow	2013	-	-
OQ721716	1	A	10302	-	USA	"Ramsey, Minnesota"	Crow	2002	-	-
OQ721717	1	A	10302	-	USA	"Story, Iowa"	Culex pipiens	2017	-	-
OQ721718	1	A	10302	-	USA	"Rockingham, New Hampshire"	Culex salinarius	2018	-	-
OQ721719	1	A	10302	-	USA	"Yolo, California"	Black/crowned Night Heron	2005	-	-
OQ721720	1	A	10302	-	USA	"St. Louis, Minnesota"	nan	2004	-	-
OQ721721	1	A	10302	-	USA	"San Diego, California"	American Crow	2008	-	-
OQ721722	1	A	10302	-	USA	"WBR, Louisiana"	Culex quinquefasciatus	2018	-	-
OQ721723	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2006	-	-
OQ721724	1	A	10302	-	USA	"Woodbury, Iowa"	Culex restuans	2017	-	-
OQ721725	1	A	10302	-	USA	"Polk, Iowa"	Culex restuans	2017	-	-
OQ721726	1	A	10302	-	USA	"Franklin, Ohio"	nan	2018	-	-
OQ721727	1	A	10302	-	USA	"Yolo, California"	Culex tarsalis	2006	-	-
OQ721728	1	A	10302	-	USA	"St. Louis, Minnesota"	nan	2005	-	-
OQ721729	1	A	10302	-	USA	"Larimer, Colorado"	Culex pipiens	2013	-	-
OQ721730	1	A	10302	-	USA	"Rockingham, New Hampshire"	Culiseta melanura	2018	-	-
OQ721731	1	A	10302	-	USA	"Kandiyohi, Minnesota"	nan	2005	-	-
OQ721732	1	A	10302	-	USA	"Sacramento, California"	Western Bluebird	2017	-	-
OQ721733	1	A	10302	-	USA	"Rockingham, New Hampshire"	Culiseta melanura	2013	-	-
OQ721734	1	A	10302	-	USA	"Stanislaus, California"	Yellow/billed Magpie	2005	-	-
OQ721735	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2018	-	-
OQ721736	1	A	10302	-	USA	"Hennepin, Minnesota"	Crow	2002	-	-
OQ721737	1	A	10302	-	USA	"Ouachita, Louisiana"	Culex quinquefasciatus	2018	-	-
OQ721738	1	A	10302	-	USA	"Larimer, Colorado"	Culex pipiens	2013	-	-
OQ721739	1	A	10302	-	USA	"Riverside, California"	Culex tarsalis	2016	-	-
OQ721740	1	A	10302	-	USA	"Cook, Illinois"	Culex sp.	2018	-	-
OQ721741	1	A	10302	-	USA	"WBR, Louisiana"	Culex quinquefasciatus	2017	-	-
OQ721742	1	A	10302	-	USA	"Sacramento, California"	American Crow	2010	-	-
OQ721743	1	A	10302	-	USA	"Ramsey, Minnesota"	nan	2005	-	-
OQ721744	1	A	10302	-	USA	"Cook, Illinois"	Culex restuans	2018	-	-
OQ721745	1	A	10302	-	USA	"Sacramento, California"	Yellow/billed Magpie	2006	-	-
OQ721746	1	A	10302	-	USA	"Sacramento, California"	American Crow	2013	-	-
OQ721747	1	A	10302	-	USA	"Yolo, California"	American Crow	2015	-	-
OQ721748	1	A	10302	-	USA	"Rockingham, New Hampshire"	Culiseta morsitans	2015	-	-
OQ721749	1	A	10302	-	USA	"Rockingham, New Hampshire"	Culex pipiens	2018	-	-
OQ721750	1	A	10302	-	USA	"Spokane, Washington"	Culex pipiens	2018	-	-
OQ721751	1	A	10302	-	USA	"Cook, Illinois"	Culex sp.	2018	-	-
OQ721752	1	A	10302	-	USA	"Malheur, Oregon"	nan	2014	-	-
OQ721753	1	A	10302	-	USA	"Washington, Minnesota"	nan	2004	-	-
OQ721754	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2013	-	-
OQ721755	1	A	10302	-	USA	"DesMoines, Iowa"	Culex pipiens	2020	-	-
OQ721756	1	A	10302	-	USA	"Sacramento, California"	Culex pipiens	2007	-	-
OQ721757	1	A	10302	-	USA	"Polk, Iowa"	Culex pipiens	2020	-	-
OQ721758	1	A	10302	-	USA	"Rockingham, New Hampshire"	Culex salinarius	2018	-	-
OQ721759	1	A	10302	-	USA	"Cheshire, New Hampshire"	Culex pipiens	2018	-	-
OQ721760	1	A	10302	-	USA	"Yolo, California"	Barn Swallow	2015	-	-
OQ721761	1	A	10302	-	USA	"San Diego, California"	American Crow	2008	-	-
OQ721762	1	A	10302	-	USA	"Yolo, California"	Culex tarsalis	2015	-	-
OQ721763	1	A	10302	-	USA	"Sacramento, California"	Culex pipiens	2017	-	-
OQ721764	1	A	10302	-	USA	"Sacramento, California"	American Crow	2016	-	-
OQ721765	1	A	10302	-	USA	"Stevens, Minnesota"	Crow	2002	-	-
OQ721766	1	A	10302	-	USA	"San Diego, California"	American Crow	2017	-	-
OQ721767	1	A	10302	-	USA	"San Diego, California"	American Crow	2015	-	-
OQ721768	1	A	10302	-	USA	"Cook, Illinois"	Culex restuans	2018	-	-
OQ721769	1	A	10302	-	USA	"Polk, Iowa"	Culex pipiens	2016	-	-
OQ721770	1	A	10241	-	USA	"Tulare, California"	Western Scrub Jay	2005	-	-
OQ721771	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2013	-	-
OQ721772	1	A	10302	-	USA	"Lyon, Minnesota"	nan	2005	-	-
OQ721773	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2014	-	-
OQ721774	1	A	10302	-	USA	"Bossier, Louisiana"	Culex quinquefasciatus	2017	-	-
OQ721775	1	A	10302	-	USA	"Sacramento, California"	House Finch	2005	-	-
OQ721776	1	A	10302	-	USA	"Pottawattamie, Iowa"	Culex pipiens	2017	-	-
OQ721777	1	A	10302	-	USA	"San Diego, California"	American Crow	2017	-	-
OQ721778	1	A	10302	-	USA	"Story, Iowa"	Culex restuans	2017	-	-
OQ721779	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2013	-	-
OQ721780	1	A	10302	-	USA	"Larimer, Colorado"	Culex pipiens	2015	-	-
OQ721781	1	A	10302	-	USA	"Sacramento, California"	Brewer's Blackbird	2016	-	-
OQ721782	1	A	10302	-	USA	"Sacramento, California"	Culex pipiens	2017	-	-
OQ721783	1	A	10302	-	USA	"Sacramento, California"	California Scrub-Jay	2012	-	-
OQ721784	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2010	-	-
OQ721785	1	A	10302	-	USA	"Nobles, Minnesota"	Crow	2002	-	-
OQ721786	1	A	10302	-	USA	"Larimer, Colorado"	Culex tarsalis	2013	-	-
OQ721787	1	A	10302	-	USA	"Larimer, Colorado"	Culex pipiens	2013	-	-
OQ721788	1	A	10302	-	USA	"Allen, Louisiana"	Culex quinquefasciatus	2017	-	-
OQ721789	1	A	10302	-	USA	"Jackson, Oregon"	nan	2016	-	-
OQ721790	1	A	10302	-	USA	"Cook, Illinois"	Culex restuans	2018	-	-
OQ721791	1	A	10302	-	USA	"Ramsey, Minnesota"	nan	2004	-	-
OQ721792	1	A	10302	-	USA	"WBR, Louisiana"	Culex quinquefasciatus	2018	-	-
OQ721793	1	A	10302	-	USA	"Sacramento, California"	Culex pipiens	2013	-	-
OQ721794	1	A	10302	-	USA	"Sherburne, Minnesota"	nan	2005	-	-
OQ721795	1	A	10302	-	USA	"Cook, Illinois"	Culex sp.	2018	-	-
OQ721796	1	A	10302	-	USA	"Sacramento, California"	American Crow	2012	-	-
OQ721797	1	A	10302	-	USA	"Brown, Minnesota"	Crow	2002	-	-
OQ721798	1	A	10302	-	USA	"Sacramento, California"	Yellow/billed Magpie	2005	-	-
OQ721799	1	A	10302	-	USA	"Sacramento, California"	Yellow/billed Magpie	2016	-	-
OQ721800	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2008	-	-
OQ721801	1	A	10302	-	USA	"Sacramento, California"	California Scrub-Jay	2014	-	-
OQ721802	1	A	10302	-	USA	"Sacramento, California"	Culex tarsalis	2012	-	-
OQ721803	1	A	10302	-	USA	"Kittitas, Washington"	Magpie	2015	-	-
OQ721804	1	A	10302	-	USA	"San Diego, California"	American Crow	2015	-	-
OQ721805	1	A	10302	-	USA	"Ramsey, Minnesota"	nan	2005	-	-
OQ721806	1	A	10302	-	USA	"Cook, Illinois"	Culex restuans	2018	-	-
